steam_appid,name,type,initial_price,release_date,score,recommendation,windows,mac,linux,header_image
239200,Amnesia: A Machine for Pigs,game,19.99,9/10/13 00:00,72,4273,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/239200/header.jpg?t=1447357900
239250,Castlevania: Lords of Shadow 2,game,39.99,2/25/14 00:00,58,2152,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/239250/header.jpg?t=1468531878
239350,Spelunky,game,14.99,8/8/13 00:00,90,7017,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/239350/header.jpg?t=1447357908
239430,Q.U.B.E: Director's Cut,game,9.99,5/21/14 00:00,,963,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/239430/header.jpg?t=1447357913
239450,Gun Monkeys,game,5.99,6/28/13 00:00,,3620,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/239450/header.jpg?t=1447357915
239660,Soldier Front 2,game,0,7/3/13 00:00,,2065,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/239660/header.jpg?t=1447357932
239700,Hate Plus,game,9.99,8/19/13 00:00,,473,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/239700/header.jpg?t=1447357933
239720,PAC-MAN‰ã¢ and the Ghostly Adventures,game,19.99,10/29/13 00:00,,131,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/239720/header.jpg?t=1478043105
239800,Bleed,game,4.99,7/3/13 00:00,,1629,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/239800/header.jpg?t=1478020279
239820,Game Dev Tycoon,game,9.99,8/29/13 00:00,68,23449,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/239820/header.jpg?t=1447357940
239840,Dead State: Reanimated,game,19.99,12/4/14 00:00,70,1617,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/239840/header.jpg?t=1447357941
240320,Panzar,game,0,11/25/13 00:00,,4306,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/240320/header.jpg?t=1490182559
240340,Space Ace,game,9.99,8/27/13 00:00,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/240340/header.jpg?t=1478099493
240360,Dragon's Lair 2: Time Warp,game,9.99,10/24/13 00:00,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/240360/header.jpg?t=1478099985
240440,Quadrilateral Cowboy,game,19.99,7/25/16 00:00,81,334,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/240440/header.jpg?t=1488765953
240600,MotoGP‰ã¢13,game,19.99,6/20/13 00:00,,389,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/240600/header.jpg?t=1489746891
240620,Wanderlust Adventures,game,9.99,8/10/15 00:00,,173,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/240620/header.jpg?t=1479240507
240660,Rain Blood Chronicles: Mirage,game,9.99,11/11/13 00:00,68,144,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/240660/header.jpg?t=1447357978
240760,Wasteland 2: Director's Cut,game,39.99,9/18/14 00:00,87,6945,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/240760/header.jpg?t=1465601901
240970,Half Minute Hero: The Second Coming,game,9.99,4/4/14 00:00,79,393,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/240970/header.jpg?t=1457071523
241240,Contraption Maker,game,6.99,7/7/14 00:00,,912,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/241240/header.jpg?t=1454004578
241260,Sherlock Holmes: Crimes and Punishments,game,29.99,9/29/14 00:00,77,1586,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241260/header.jpg?t=1478699292
241320,Ittle Dew,game,9.99,7/23/13 00:00,67,853,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/241320/header.jpg?t=1476720272
241410,CastleStorm,game,9.99,7/29/13 00:00,73,1099,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241410/header.jpg?t=1447358019
241540,State of Decay,game,,11/5/13 00:00,79,17331,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241540/header.jpg?t=1447358027
241560,The Crew‰ã¢,game,40.95,12/1/14 00:00,71,11627,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241560/header.jpg?t=1488472788
241600,Rogue Legacy,game,14.99,6/27/13 00:00,85,13239,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/241600/header.jpg?t=1478210457
241620,Inquisitor,game,9.99,8/1/13 00:00,64,389,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241620/header.jpg?t=1447358034
241660,Ohm Studio,game,0,12/9/13 00:00,,224,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/241660/header.jpg?t=1447358035
241680,Actual Multiple Monitors,game,24.99,12/16/14 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241680/header.jpg?t=1454604493
241720,Guncraft,game,14.99,8/9/13 00:00,73,1231,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241720/header.jpg?t=1476464919
241760,Kill to Collect,game,19.99,4/6/16 00:00,57,125,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241760/header.jpg?t=1460746328
241790,Z3TA+ 2,game,99.99,9/9/13 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241790/header.jpg?t=1478020857
241910,Goodbye Deponia,game,19.99,10/17/13 00:00,80,1089,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/241910/header.jpg?t=1481225796
241930,Middle-earth‰ã¢: Shadow of Mordor‰ã¢,game,19.99,9/30/14 00:00,,36778,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/241930/header.jpg?t=1467047612
241990,Sorcerer King,game,19.99,7/16/15 00:00,75,522,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/241990/header.jpg?t=1478206743
242050,Assassin‰Ûªs Creedå¨ IV Black Flag‰ã¢,game,24.95,11/19/13 00:00,,19354,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242050/header.jpg?t=1480982017
242110,Joe Danger 2: The Movie,game,14.99,6/24/13 00:00,82,329,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242110/header.jpg?t=1447358061
242130,Vector Thrust,game,24.99,7/2/15 00:00,57,483,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242130/header.jpg?t=1468498027
242530,The Chaos Engine,game,9.99,8/29/13 00:00,40,286,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242530/header.jpg?t=1464641985
242550,Raymanå¨ Legends,game,29.99,9/3/13 00:00,89,2581,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242550/header.jpg?t=1452183832
242570,Space Hulk,game,24.99,8/15/13 00:00,58,1705,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242570/header.jpg?t=1447358076
242610,Grappledrome,game,9.99,2/13/17 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242610/header.jpg?t=1487008879
242640,Styx: Master of Shadows,game,29.99,10/7/14 00:00,71,3883,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242640/header.jpg?t=1489748136
242680,Nuclear Throne,game,11.99,12/5/15 00:00,88,8014,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242680/header.jpg?t=1449523044
242700,Injustice: Gods Among Us Ultimate Edition,game,19.99,11/29/13 00:00,,8248,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242700/header.jpg?t=1461103774
242720,GunZ 2: The Second Duel,game,0,5/1/14 00:00,,9798,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242720/header.jpg?t=1447358087
242760,The Forest,game,14.99,5/30/14 00:00,,67184,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242760/header.jpg?t=1478631950
242780,Cognition: An Erica Reed Thriller,game,14.99,9/19/13 00:00,,462,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/242780/header.jpg?t=1478025368
242800,Day One : Garry's Incident,game,2.99,9/25/13 00:00,,2261,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242800/header.jpg?t=1478111705
242820,140,game,4.99,10/16/13 00:00,80,2822,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242820/header.jpg?t=1476857096
242840,In Verbis Virtus,game,19.99,4/3/15 00:00,,945,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242840/header.jpg?t=1488190691
242860,Verdun,game,24.99,4/28/15 00:00,70,19377,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242860/header.jpg?t=1490782656
242880,"Sir, You Are Being Hunted",game,19.99,5/2/14 00:00,63,3086,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/242880/header.jpg?t=1447358095
242920,Banished,game,19.99,2/18/14 00:00,,22155,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242920/header.jpg?t=1447358097
242940,Anachronox,game,6.99,10/17/13 00:00,77,198,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242940/header.jpg?t=1447358098
242960,Blood Omen 2: Legacy of Kain,game,6.99,9/24/13 00:00,,306,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242960/header.jpg?t=1478799232
242980,Daikatana,game,6.99,10/1/13 00:00,,361,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/242980/header.jpg?t=1478811703
243000,Omikron: The Nomad Soul,game,9.99,9/26/13 00:00,,263,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243000/header.jpg?t=1478904393
243020,Pandemonium,game,6.99,10/8/13 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243020/header.jpg?t=1478904657
243040,Startopia,game,6.99,10/10/13 00:00,86,421,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243040/header.jpg?t=1479335755
243060,Urban Chaos,game,6.99,10/15/13 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243060/header.jpg?t=1479342875
243120,Betrayer,game,4.99,3/24/14 00:00,,2384,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243120/header.jpg?t=1447358106
243140,Glare,game,9.99,10/10/13 00:00,69,,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/243140/header.jpg?t=1447358107
243160,Mushroom 11,game,14.99,10/15/15 00:00,78,391,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/243160/header.jpg?t=1478022589
243200,Memoria,game,19.99,8/29/13 00:00,79,1009,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/243200/header.jpg?t=1479205240
243220,FRACT OSC,game,14.99,4/22/14 00:00,75,475,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/243220/header.jpg?t=1447358112
243280,PoÌ_f,game,6.99,11/8/13 00:00,,188,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/243280/header.jpg?t=1447358115
243360,TrackManiaå_ Valley,game,19.99,7/4/13 00:00,,302,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243360/header.jpg?t=1447358123
243450,Urban Trial Freestyle,game,6.99,9/18/13 00:00,58,1393,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243450/header.jpg?t=1461945842
243470,Watch_Dogs‰ã¢,game,29.99,5/26/14 00:00,77,19827,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243470/header.jpg?t=1452887685
243580,Maya LT (with Stingray),game,30,4/22/14 00:00,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/243580/header.jpg?t=1487775340
243780,PixelJunk‰ã¢ Monsters Ultimate,game,9.99,8/26/13 00:00,72,679,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/243780/header.jpg?t=1484564592
243800,Gas Guzzlers Extreme,game,24.99,10/8/13 00:00,73,2085,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243800/header.jpg?t=1481903347
243930,Bound By Flame,game,19.99,5/8/14 00:00,56,2299,1,0,1,http://cdn.akamai.steamstatic.com/steam/apps/243930/header.jpg?t=1449165753
243950,Divinity: Dragon Commander,game,39.99,8/6/13 00:00,,1363,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/243950/header.jpg?t=1447357292
243970,"Invisible, Inc.",game,19.99,5/12/15 00:00,82,2856,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/243970/header.jpg?t=1447361176
244030,Take On Mars,game,26.99,2/9/17 00:00,70,1143,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244030/header.jpg?t=1486722958
244050,Rise of Flight United,game,0,9/5/13 00:00,77,1073,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244050/header.jpg?t=1447358169
244070,Sid Meier‰Ûªs Ace Patrol,game,4.99,8/27/13 00:00,,496,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244070/header.jpg?t=1447358170
244090,Sid Meier‰Ûªs Ace Patrol: Pacific Skies,game,4.99,11/5/13 00:00,,287,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244090/header.jpg?t=1447358171
244160,Homeworld Remastered Collection,game,34.99,2/25/15 00:00,86,5118,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/244160/header.jpg?t=1485261902
244210,Assetto Corsa,game,29.99,12/19/14 00:00,85,10066,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244210/header.jpg?t=1490193088
244410,Supreme Ruler 1936,game,19.99,5/9/14 00:00,,207,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244410/header.jpg?t=1478809023
244430,realMyst: Masterpiece Edition,game,17.99,2/5/14 00:00,,458,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/244430/header.jpg?t=1447358205
244450,Men of War: Assault Squad 2,game,29.99,5/15/14 00:00,68,8480,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244450/header.jpg?t=1469296062
244590,Epigenesis,game,0,8/1/14 00:00,,1228,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244590/header.jpg?t=1466107831
244630,NEOTOKYO,game,0,7/4/14 00:00,,2575,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244630/header.jpg?t=1478048432
244690,Face Noir,game,9.99,10/17/13 00:00,59,184,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244690/header.jpg?t=1478025574
244710,Shelter,game,9.99,8/28/13 00:00,69,2516,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/244710/header.jpg?t=1490355317
244730,Divekick,game,4.99,8/20/13 00:00,73,1589,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244730/header.jpg?t=1460405288
244770,StarMade,game,14.99,12/4/14 00:00,,2258,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/244770/header.jpg?t=1473147222
244810,Foul Play,game,14.99,9/18/13 00:00,69,534,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/244810/header.jpg?t=1468917955
244850,Space Engineers,game,24.99,10/23/13 00:00,,58970,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244850/header.jpg?t=1489352825
244870,Electronic Super Joy,game,7.99,8/23/13 00:00,,3180,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/244870/header.jpg?t=1447358226
244890,Velocityå¨Ultra,game,9.99,12/12/13 00:00,,155,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244890/header.jpg?t=1447358227
244910,Homesick,game,14.99,5/28/15 00:00,72,667,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/244910/header.jpg?t=1447358228
244930,SNOW,game,0,10/10/13 00:00,,8005,1,0,1,http://cdn.akamai.steamstatic.com/steam/apps/244930/header.jpg?t=1488988984
244950,Where is my Heart?,game,7.99,5/29/14 00:00,74,137,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/244950/header.jpg?t=1447358229
245010,Deathtrap Dungeon,game,6.99,10/3/13 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245010/header.jpg?t=1478802498
245050,SpellForce 2 - Demons of the Past,game,19.99,1/16/14 00:00,,173,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245050/header.jpg?t=1490949530
245150,The Novelist,game,14.99,12/10/13 00:00,66,787,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245150/header.jpg?t=1481742666
245170,Skullgirls,game,9.99,8/22/13 00:00,83,11279,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245170/header.jpg?t=1460567749
245280,ENSLAVED‰ã¢: Odyssey to the West‰ã¢ Premium Edition,game,19.99,10/24/13 00:00,70,3249,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245280/header.jpg?t=1485885624
245300,Disney Epic Mickey 2:  The Power of Two,game,19.99,10/6/14 00:00,,103,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245300/header.jpg?t=1487814330
245370,Etherium,game,9.99,3/25/15 00:00,62,775,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245370/header.jpg?t=1447358244
245390,"I Have No Mouth, and I Must Scream",game,5.99,10/17/13 00:00,,706,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245390/header.jpg?t=1466791060
245410,Wizardry 6: Bane of the Cosmic Forge,game,0,9/10/13 00:00,,,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245410/header.jpg?t=1466791308
245430,Wizardry 7: Crusaders of the Dark Savant,game,0,9/10/13 00:00,,,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245430/header.jpg?t=1466791313
245450,Wizardry 8,game,9.99,9/10/13 00:00,85,379,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/245450/header.jpg?t=1466791316
245470,Democracy 3,game,24.99,10/14/13 00:00,70,4867,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245470/header.jpg?t=1480673981
245490,Trials Fusion‰ã¢,game,19.99,4/24/14 00:00,80,1461,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245490/header.jpg?t=1452185015
245620,Tropico 5,game,24.99,5/23/14 00:00,75,7304,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/245620/header.jpg?t=1488802953
245730,Flashback,game,9.99,10/1/13 00:00,,309,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245730/header.jpg?t=1452183528
245760,TRANSFORMERS‰ã¢: Rise of the Dark Spark,game,49.99,6/24/14 00:00,,606,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/245760/header.jpg?t=1447358288
246070,Hack 'n' Slash,game,13.37,9/9/14 00:00,73,668,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246070/header.jpg?t=1479170887
246090,Spacebase DF-9,game,9.99,10/27/14 00:00,49,3439,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246090/header.jpg?t=1479171211
246110,MASSIVE CHALICE,game,19.99,6/1/15 00:00,73,1255,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246110/header.jpg?t=1479171072
246300,Paranormal,game,9.99,9/12/13 00:00,,413,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/246300/header.jpg?t=1447358318
246360,Perfection.,game,2.99,8/28/13 00:00,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/246360/header.jpg?t=1447358318
246420,Kingdom Rush,game,9.99,1/6/14 00:00,,4217,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246420/header.jpg?t=1456756227
246580,The Typing of The Dead: Overkill,game,19.99,10/29/13 00:00,,2361,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246580/header.jpg?t=1447358330
246620,Plague Inc: Evolved,game,14.99,2/18/16 00:00,,15065,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246620/header.jpg?t=1485790989
246680,Secrets of RÌ_tikon,game,9.99,4/17/14 00:00,,363,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246680/header.jpg?t=1447358338
246700,Strike Vector,game,11.99,1/28/14 00:00,73,2348,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246700/header.jpg?t=1447358339
246720,Wayward Manor,game,6.99,7/15/14 00:00,41,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/246720/header.jpg?t=1478027664
246740,Huntsman: The Orphanage (Halloween Edition),game,9.99,9/13/13 00:00,,191,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/246740/header.jpg?t=1447358342
246760,Legends of Eisenwald,game,19.99,7/2/15 00:00,71,1010,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246760/header.jpg?t=1470845147
246800,BeatBlasters III,game,9.99,2/21/14 00:00,56,,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246800/header.jpg?t=1447358346
246840,FATE,game,7.99,12/12/13 00:00,80,764,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246840/header.jpg?t=1447358347
246880,Recruits,game,9.99,7/31/14 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246880/header.jpg?t=1447358347
246900,Viscera Cleanup Detail,game,12.99,10/23/15 00:00,,5113,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/246900/header.jpg?t=1485547818
246920,Bombernauts,game,9.99,7/31/15 00:00,,105,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/246920/header.jpg?t=1475471120
246940,Lords of the Black Sun,game,29.99,9/12/14 00:00,,344,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246940/header.jpg?t=1447358349
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,game,4.99,9/26/13 00:00,84,273,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246960/header.jpg?t=1474012075
246980,InFlux,game,9.99,9/18/13 00:00,,200,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/246980/header.jpg?t=1447358350
247000,Talisman: Digital Edition,game,7.99,2/25/14 00:00,51,2903,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/247000/header.jpg?t=1483617060
247020,"Cook, Serve, Delicious!",game,9.99,10/8/13 00:00,,3746,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/247020/header.jpg?t=1473455680
247080,Crypt of the NecroDancer,game,14.99,4/23/15 00:00,87,9381,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/247080/header.jpg?t=1485816277
247120,Portal 2 Sixense Perceptual Pack,game,0,9/20/13 00:00,,334,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247120/header.jpg?t=1447358357
247140,Soundodger+,game,7.99,10/11/13 00:00,78,494,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247140/header.jpg?t=1447358359
247240,Volgarr the Viking,game,9.99,9/13/13 00:00,76,1673,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/247240/header.jpg?t=1490811543
247310,Gravi,game,4.99,10/8/13 00:00,,,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247310/header.jpg?t=1447358374
247350,Artemis Spaceship Bridge Simulator,game,6.99,9/16/13 00:00,,339,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247350/header.jpg?t=1447358375
247370,Mutant Mudds Deluxe,game,9.99,11/21/13 00:00,,324,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247370/header.jpg?t=1447358376
247430,Hitman: Contracts,game,6.99,1/21/14 00:00,,820,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247430/header.jpg?t=1457718993
247580,Magicka: Wizards of the Square Tablet,game,4.99,10/31/13 00:00,,215,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247580/header.jpg?t=1447358395
247660,Deadly Premonition: The Director's Cut,game,24.99,10/29/13 00:00,59,2309,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247660/header.jpg?t=1478086442
247730,Nether: Resurrected,game,4.99,6/5/14 00:00,57,17106,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247730/header.jpg?t=1478108506
247770,Cabela'så¨ Big Game Hunterå¨ Pro Hunts,game,29.99,3/25/14 00:00,,620,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247770/header.jpg?t=1447358410
247870,Redshirt,game,9.99,11/13/13 00:00,62,356,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/247870/header.jpg?t=1452441408
247910,Sniper Elite: Nazi Zombie Army 2,game,14.99,10/31/13 00:00,53,3373,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247910/header.jpg?t=1478604727
247950,Sacred 3,game,14.99,8/5/14 00:00,57,3316,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/247950/header.jpg?t=1447358428
248170,Clickteam Fusion 2.5,game,99.99,12/5/13 00:00,,495,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248170/header.jpg?t=1465330523
248190,Knytt Underground,game,6.99,10/25/13 00:00,,271,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248190/header.jpg?t=1478105283
248270,Songs2See,game,14.99,11/26/13 00:00,,,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/248270/header.jpg?t=1478034813
248290,Reach for the Sun,game,4.99,11/7/13 00:00,,302,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248290/header.jpg?t=1447358439
248310,Freedom Planet,game,14.99,7/21/14 00:00,81,3067,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248310/header.jpg?t=1483181211
248330,Dino Run DX,game,5.99,9/29/15 00:00,,417,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/248330/header.jpg?t=1478634271
248350,Omegalodon,game,9.99,9/20/13 00:00,,336,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248350/header.jpg?t=1447358441
248370,Bridge It +,game,6.99,11/18/13 00:00,,110,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248370/header.jpg?t=1478620911
248390,Craft The World,game,18.99,11/24/14 00:00,,5902,1,1,0,http://cdn.akamai.steamstatic.com/steam/apps/248390/header.jpg?t=1490152305
248410,Legends of Aethereus,game,,9/27/13 00:00,,263,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248410/header.jpg?t=1447358444
248450,Salvation Prophecy,game,19.99,10/7/13 00:00,,203,1,0,1,http://cdn.akamai.steamstatic.com/steam/apps/248450/header.jpg?t=1489426973
248470,Doorways: Prelude,game,9.99,9/20/13 00:00,,482,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248470/header.jpg?t=1474902593
248490,1953 - KGB Unleashed,game,5.99,9/20/13 00:00,,451,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248490/header.jpg?t=1447358446
248510,Dominions 3: The Awakening,game,19.99,9/10/13 00:00,82,,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248510/header.jpg?t=1469017955
248530,Depth Hunter 2: Deep Dive,game,14.99,8/20/14 00:00,,725,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248530/header.jpg?t=1478065127
248550,Megabyte Punch,game,14.99,10/15/13 00:00,69,833,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248550/header.jpg?t=1478083267
248570,Toribash,game,0,5/16/14 00:00,,11249,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248570/header.jpg?t=1487510422
248610,Door Kickers,game,19.99,10/20/14 00:00,83,3869,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248610/header.jpg?t=1478088842
248630,Kingdoms Rise,game,14.99,11/18/13 00:00,,1008,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248630/header.jpg?t=1489993954
248650,Draw a Stickman: EPIC,game,3.99,12/3/13 00:00,,1029,1,0,0,http://cdn.akamai.steamstatic.com/steam/apps/248650/header.jpg?t=1478113868
248710,Iesabel,game,4.99,10/11/13 00:00,,559,1,1,1,http://cdn.akamai.steamstatic.com/steam/apps/248710/header.jpg?t=1464171916
